Year,Month,Organization Name - EN,Organization Name - FR,owner_org,Number of Informal Requests,Unique Packages
2022,12,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",ic,15,13
2022,12,Library and Archives Canada,Bibliothèque et Archives Canada,lac-bac,9,9
2022,12,National Capital Commission,Commission de la capitale nationale,ncc-ccn,1,1
2022,12,National Defence,Défense nationale,dnd-mdn,42,40
2022,12,National Gallery of Canada,Musée des beaux-arts du Canada,ngc-mbac,1,1
2022,12,Natural Resources Canada,Ressources naturelles Canada,nrcan-rncan,32,30
2022,12,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada,nserc-crsng,1,1
2022,12,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada,oic-ci,2,2
2022,12,Office of the Privacy Commissioner of Canada,Commissariat à la protection de la vie privée du Canada,opc-cpvp,3,2
2022,12,Parks Canada,Parcs Canada,pc,3,3
2022,12,Parole Board of Canada,Commission des libérations conditionnelles du Canada,pbc-clcc,2,1
2022,12,Privy Council Office,Bureau du Conseil privé,pco-bcp,30,26
2022,12,Public Health Agency of Canada,Agence de la santé publique du Canada,phac-aspc,11,10
2022,12,Public Prosecution Service of Canada,Service des poursuites pénales du Canada,ppsc-sppc,1,1
2022,12,Public Safety Canada,Sécurité publique Canada,ps-sp,25,19
2022,12,Public Service Commission of Canada,Commission de la fonction publique du Canada,psc-cfp,2,2
2022,12,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,pwgsc-tpsgc,3,3
2022,12,Royal Canadian Mounted Police,Gendarmerie royale du Canada,rcmp-grc,34,27
2022,12,Shared Services Canada,Services partagés Canada,ssc-spc,8,8
2022,12,Statistics Canada,Statistique Canada,statcan,2,2
2022,12,Transport Canada,Transports Canada,tc,9,9
2022,12,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,tbs-sct,43,36
2022,12,VIA Rail Canada Inc.,VIA Rail Canada Inc.,viarail,1,1
2022,12,Vancouver Fraser Port Authority,Administration portuaire Vancouver Fraser,vfpa-apvf,1,1
2022,12,Veterans Affairs Canada,Anciens Combattants Canada,vac-acc,3,3
2022,12,Women and Gender Equality Canada,Femmes et Égalité des genres Canada,wage,3,3
2022,11,Accessibility Standards Canada,Normes d’accessibilité Canada,casdo-ocena,1,1
2022,11,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs,atssc-scdata,7,1
2022,11,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,aafc-aac,13,10
2022,11,Business Development Bank of Canada,Banque de développement du Canada,bdc,6,3
2022,11,Canada Border Services Agency,Agence des services frontaliers du Canada,cbsa-asfc,22,21
2022,11,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec,ced-dec,1,1
2022,11,Canada Enterprise Emergency Funding Corporation,La Corporation de financement d’urgence d’entreprises du Canada,ceefc-cfuec,1,1
2022,11,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,cmhc-schl,5,5
2022,11,Canada Revenue Agency,Agence du revenu du Canada,cra-arc,48,31
2022,11,Canada School of Public Service,École de la fonction publique du Canada,csps-efpc,2,2
2022,11,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments,cfia-acia,8,8
2022,11,Canadian Heritage,Patrimoine canadien,pch,22,20
2022,11,Canadian Human Rights Commission,Commission canadienne des droits de la personne,chrc-ccdp,8,5
2022,11,Canadian Institutes of Health Research,Instituts de recherche en santé du Canada,cihr-irsc,1,1
2022,11,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,cnsc-ccsn,2,2
2022,11,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,crtc,1,1
2022,11,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,csis-scrs,51,31
2022,11,Canadian Space Agency,Agence spatiale canadienne,csa-asc,3,3
2022,11,Canadian Transportation Agency,Office des transports du Canada,cta-otc,1,1
2022,11,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada,cpc-cpp,1,1
2022,11,Communications Security Establishment Canada,Centre de la sécurité des télécommunications Canada,csec-cstc,6,5
2022,11,Correctional Service of Canada,Service correctionnel du Canada,csc-scc,9,9
2022,11,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,aandc-aadnc,7,6
2022,11,Department of Finance Canada,Ministère des Finances Canada,fin,13,13
2022,11,"Department of Housing, Infrastructure and Communities","Ministère du Logement, de l’Infrastructure et des Collectivités",infc,4,4
2022,11,Department of Justice Canada,Ministère de la Justice Canada,jus,20,18
2022,11,Elections Canada,Élections Canada,elections,7,7
2022,11,Employment and Social Development Canada,Emploi et Développement social Canada,esdc-edsc,24,22
2022,11,Environment and Climate Change Canada,Environnement et Changement climatique Canada,ec,7,6
2022,11,Federal Bridge Corporation,Société des ponts fédéraux,fbcl-spfl,1,1
2022,11,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario,feddevontario,4,4
2022,11,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada,fcac-acfc,2,2
2022,11,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada,fintrac-canafe,5,4
2022,11,Fisheries and Oceans Canada,Pêches et Océans Canada,dfo-mpo,23,22
2022,11,Global Affairs Canada,Affaires mondiales Canada,dfatd-maecd,30,27
2022,11,Health Canada,Santé Canada,hc-sc,18,17
2022,11,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada,irb-cisr,12,12
2022,11,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,187,139
2022,11,Indigenous Services Canada,Services aux Autochtones Canada,isc-sac,6,6
2022,11,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",ic,18,15
2022,11,Library and Archives Canada,Bibliothèque et Archives Canada,lac-bac,6,4
2022,11,National Capital Commission,Commission de la capitale nationale,ncc-ccn,3,3
2022,11,National Defence,Défense nationale,dnd-mdn,49,47
2022,11,National Gallery of Canada,Musée des beaux-arts du Canada,ngc-mbac,1,1
2022,11,National Research Council Canada,Conseil national de recherches Canada,nrc-cnrc,5,4
2022,11,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement,nsira-ossnr,1,1
2022,11,Natural Resources Canada,Ressources naturelles Canada,nrcan-rncan,23,20
2022,11,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada,nserc-crsng,1,1
2022,11,Office of the Privacy Commissioner of Canada,Commissariat à la protection de la vie privée du Canada,opc-cpvp,8,6
2022,11,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada,osfi-bsif,2,2
2022,11,Parks Canada,Parcs Canada,pc,3,3
2022,11,Parole Board of Canada,Commission des libérations conditionnelles du Canada,pbc-clcc,1,1
2022,11,Privy Council Office,Bureau du Conseil privé,pco-bcp,26,23
2022,11,Public Health Agency of Canada,Agence de la santé publique du Canada,phac-aspc,13,13
2022,11,Public Prosecution Service of Canada,Service des poursuites pénales du Canada,ppsc-sppc,1,1
2022,11,Public Safety Canada,Sécurité publique Canada,ps-sp,31,25
2022,11,Public Service Commission of Canada,Commission de la fonction publique du Canada,psc-cfp,1,1
2022,11,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,pwgsc-tpsgc,17,17
2022,11,Royal Canadian Mounted Police,Gendarmerie royale du Canada,rcmp-grc,47,41
2022,11,Shared Services Canada,Services partagés Canada,ssc-spc,3,3
2022,11,Statistics Canada,Statistique Canada,statcan,2,2
2022,11,Transport Canada,Transports Canada,tc,13,13
2022,11,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,tbs-sct,29,26
2022,11,VIA Rail Canada Inc.,VIA Rail Canada Inc.,viarail,1,1
2022,11,Veterans Affairs Canada,Anciens Combattants Canada,vac-acc,18,18
2022,11,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel),vrab-tacra,2,2
2022,11,Women and Gender Equality Canada,Femmes et Égalité des genres Canada,wage,3,3
2022,10,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs,atssc-scdata,1,1
2022,10,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,aafc-aac,13,9
2022,10,Atlantic Canada Opportunities Agency,Agence de promotion économique du Canada atlantique,acoa-apeca,1,1
2022,10,Atomic Energy of Canada Limited,"Énergie atomique du Canada, Limitée",aecl-eacl,1,1
2022,10,Business Development Bank of Canada,Banque de développement du Canada,bdc,4,3
2022,10,Canada Border Services Agency,Agence des services frontaliers du Canada,cbsa-asfc,28,22
2022,10,Canada Council for the Arts,Conseil des arts du Canada,cca-cac,1,1
2022,10,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec,ced-dec,3,2
2022,10,Canada Energy Regulator,La Régie de l’énergie du Canada,cer-rec,1,1
2022,10,Canada Enterprise Emergency Funding Corporation,La Corporation de financement d’urgence d’entreprises du Canada,ceefc-cfuec,2,1
2022,10,Canada Infrastructure Bank,La Banque de l’infrastructure du Canada,cib-bic,1,1
2022,10,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,cmhc-schl,8,8
2022,10,Canada Revenue Agency,Agence du revenu du Canada,cra-arc,21,20
2022,10,Canada School of Public Service,École de la fonction publique du Canada,csps-efpc,4,4
2022,10,Canada-Newfoundland and Labrador Offshore Petroleum Board,Office Canada–Terre-Neuve-et Labrador des hydrocarbures extracôtiers,cnlopb,5,2
2022,10,Canadian Centre for Occupational Health and Safety,Centre canadien d'hygiène et de sécurité au travail,ccohs-cchst,1,1
2022,10,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments,cfia-acia,7,6
2022,10,Canadian Heritage,Patrimoine canadien,pch,31,23
2022,10,Canadian Human Rights Commission,Commission canadienne des droits de la personne,chrc-ccdp,1,1
2022,10,Canadian Institutes of Health Research,Instituts de recherche en santé du Canada,cihr-irsc,1,1
2022,10,Canadian Museum of History,Musée canadien de l'histoire,cmc-mcc,1,1
2022,10,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,cnsc-ccsn,2,2
2022,10,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,crtc,6,5
2022,10,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,csis-scrs,30,23
2022,10,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada,cpc-cpp,2,1
2022,10,Correctional Service of Canada,Service correctionnel du Canada,csc-scc,39,38
2022,10,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,aandc-aadnc,25,21
2022,10,Department of Finance Canada,Ministère des Finances Canada,fin,22,20
2022,10,"Department of Housing, Infrastructure and Communities","Ministère du Logement, de l’Infrastructure et des Collectivités",infc,3,3
2022,10,Department of Justice Canada,Ministère de la Justice Canada,jus,27,24
2022,10,Elections Canada,Élections Canada,elections,1,1
2022,10,Employment and Social Development Canada,Emploi et Développement social Canada,esdc-edsc,17,12
2022,10,Environment and Climate Change Canada,Environnement et Changement climatique Canada,ec,16,15
2022,10,Export Development Canada,Exportation et développement Canada,edc,1,1
2022,10,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada,fintrac-canafe,4,2
2022,10,Fisheries and Oceans Canada,Pêches et Océans Canada,dfo-mpo,9,9
2022,10,Global Affairs Canada,Affaires mondiales Canada,dfatd-maecd,61,54
2022,10,Health Canada,Santé Canada,hc-sc,24,23
2022,10,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada,irb-cisr,3,3
2022,10,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,207,156
2022,10,Indigenous Services Canada,Services aux Autochtones Canada,isc-sac,47,42
2022,10,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",ic,83,58
2022,10,Library and Archives Canada,Bibliothèque et Archives Canada,lac-bac,18,12
2022,10,National Capital Commission,Commission de la capitale nationale,ncc-ccn,5,5
2022,10,National Defence,Défense nationale,dnd-mdn,84,73
2022,10,National Gallery of Canada,Musée des beaux-arts du Canada,ngc-mbac,2,2
2022,10,National Research Council Canada,Conseil national de recherches Canada,nrc-cnrc,5,5
2022,10,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement,nsira-ossnr,2,2
2022,10,Natural Resources Canada,Ressources naturelles Canada,nrcan-rncan,19,13
2022,10,Office of the Commissioner of Official Languages,Commissariat aux langues officielles,ocol-clo,1,1
2022,10,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada,oic-ci,4,4
2022,10,Office of the Privacy Commissioner of Canada,Commissariat à la protection de la vie privée du Canada,opc-cpvp,4,4
2022,10,Parks Canada,Parcs Canada,pc,4,3
2022,10,Parole Board of Canada,Commission des libérations conditionnelles du Canada,pbc-clcc,1,1
2022,10,Prairies Economic Development Canada,Développement économique Canada pour les Prairies,prairiescan,1,1
2022,10,Privy Council Office,Bureau du Conseil privé,pco-bcp,46,40
2022,10,Public Health Agency of Canada,Agence de la santé publique du Canada,phac-aspc,2,2
2022,10,Public Safety Canada,Sécurité publique Canada,ps-sp,53,47
2022,10,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,pwgsc-tpsgc,10,8
2022,10,Royal Canadian Mounted Police,Gendarmerie royale du Canada,rcmp-grc,26,24
2022,10,Shared Services Canada,Services partagés Canada,ssc-spc,4,2
2022,10,Statistics Canada,Statistique Canada,statcan,4,3
2022,10,The Correctional Investigator Canada,L'Enquêteur correctionnel Canada,oci-bec,1,1
2022,10,Transport Canada,Transports Canada,tc,18,15
2022,10,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,tbs-sct,16,15
